id,day_night,university,department,category,major_area,course_type,grade,course_number,course_name,section,credits,theory_hours,practice_hours,professor,class_time,class_location,class_type
338,주간,,전체,,일반교양,일반교양,,116584,AI디지털시대의학습·연구윤리,01,1,1,0,주정훈,(수)4,사회관-2129(합동강의실),대면
339,주간,,전체,,일반교양,일반교양,,114693,AI시대의인성,01,3,3,0,정성은,"(월)1,2(수)3",인문관-1106,대면
340,주간,,전체,,일반교양,일반교양,,115628,갯벌생태계와어촌문화,01,3,3,0,김형섭,"(월)6,7(수)7",해대2-702102,대면
341,주간,,전체,,일반교양,일반교양,,108390,골프,01,1,0,2,오연풍,"(월)8,9",골프장,대면
342,주간,,전체,,일반교양,일반교양,,113401,그림책으로함양하는인성,01,3,3,0,이지현,"(월)1,2,3",사회관-2129(합동강의실),대면
343,주간,,전체,,일반교양,일반교양,,111800,리더십(지휘통솔),01,3,3,0,서상국,"(화)1,2(목)3",사회관-2227,대면
344,주간,,전체,,일반교양,일반교양,,116585,명사와함께하는토크콘서트,01,1,0,0,박규연,(수)6,종합-131-214,대면
345,주간,,전체,,일반교양,일반교양,,115153,미디어를활용한다이어트와체형관리,01,3,3,0,이정희,"(월)6,7(수)7",인문관-1102,대면
346,주간,,전체,,일반교양,일반교양,,116567,보디빌딩,01,1,0,2,이호근,"(화)6,7",체육관-휘트,대면
347,주간,,전체,,일반교양,일반교양,,115629,사회봉사1,01,1,0,2,엄기욱,"(월)6,7",사회관-2129(합동강의실),대면
348,주간,,전체,,일반교양,일반교양,,115630,사회봉사2,01,1,0,2,이지수,"(화)1,2",인문관-1103,대면
349,주간,,전체,,일반교양,일반교양,,115631,사회봉사3,01,1,0,2,백옥미,"(수)6,7",사회관-2129(합동강의실),대면
350,주간,,전체,,일반교양,일반교양,,109559,셀프리더십,01,3,3,0,최강득,"(화)6,7(목)8",사회관-2227,대면
351,주간,,전체,,일반교양,일반교양,,109559,셀프리더십,02,3,3,0,김공수,(화)8(목)6,7사회관-2121,대면
352,야간,,※ 선취업후진학,,일반교양,일반교양,,109559,셀프리더십,03,3,3,0,최강득,"(금)10,11,12",원격강의,비대면
353,주간,,전체,,일반교양,일반교양,,101606,소프트볼,01,1,0,2,조홍관,"(월)6,7",종합운동장,대면
354,주간,,전체,,일반교양,일반교양,,114228,스토리텔링인성여행,01,3,3,0,손현정,"(화)3(목)1,2",사회관-2227,대면
355,주간,,전체,,일반교양,일반교양,,114228,스토리텔링인성여행,02,3,3,0,김연옥,"(월)1,2(수)3",사회관-2122(행동분석실),대면
356,주간,,전체,,일반교양,일반교양,,115625,승마입문,01,1,0,2,이호근,"(토)1,2",체육관-웰니스홀,대면
357,주간,,전체,,일반교양,일반교양,,116589,안전식생활,01,3,3,0,박경진,"(월)6,7(수)7",자연대4-4101,대면
358,주간,,전체,,일반교양,일반교양,,116568,야구입문,01,1,0,2,채용예정,"(화)8,9",종합운동장,대면
359,주간,,전체,,일반교양,일반교양,,116569,에어로빅입문,01,1,0,2,문희정,"(월)6,7",체육관-무용실,대면
360,주간,,전체,,일반교양,일반교양,,110437,운동과건강,01,3,3,0,심영제,"(월)3,4(수)1",체육관-웰니스홀,대면
361,주간,,전체,,일반교양,일반교양,,115931,이미지스타일링,01,3,3,0,공미란,"(월)6,7(수)7",해대1-701113(PC실),대면
362,주간,,전체,,일반교양,일반교양,,116570,조정입문,01,1,0,2,김진욱,"(월)8,9",체육관-휘트,대면
363,주간,,"2학년, 3학년",,일반교양,일반교양,,115933,직무탐색및역량개발,01,2,2,0,장재인,"(화)1,2",인문관-1436,대면
364,주간,,"2학년, 3학년",,일반교양,일반교양,,115932,직업의이해와선택,01,2,2,0,강혜정,"(화)6,7",인문관-1428,대면
365,주간,,전체,,일반교양,일반교양,,114237,진로설계와개발,01,1,1,0,장재인,(화)4,인문관-1436,대면
366,주간,,전체,,일반교양,일반교양,,115935,진로탐색과생애설계,01,2,2,0,강혜정,"(목)3,4",인문관-1436,대면
367,주간,,전체,,일반교양,일반교양,,116571,축구입문,01,1,0,2,심영제,"(화)8,9",축구장,대면
368,주간,,4학년,,일반교양,일반교양,,115934,커리어개발전략,01,2,2,0,장재인,"(월)3,4",인문관-1436,대면
369,주간,,전체,,일반교양,일반교양,,116572,풋살,01,1,0,2,조홍관,"(화)6,7",축구장,대면
370,주간,,전체,,일반교양,일반교양,,116573,필라테스&요가,01,1,0,2,채용예정,"(월)8,9",체육관-무용실,대면
371,주간,,전체,,일반교양,일반교양,,115929,해양레저관광의이해,01,3,3,0,정초영,"(월)1,2(수)3",해대2-702103,대면
372,주간,,전체,,일반교양,일반교양,,111442,행복한도예여행,01,3,2,2,박경우,"(월)3,4(수)1,2",예능관-5210,대면
373,주간,,전체,,일반교양,일반교양,,107456,현대인의패션,01,3,3,0,유경숙,"(화)3(목)1,2",인문관-1132,대면
374,주간,,"※ 2학년(기계공, 산디, 미술, 식품생과, 일문, 중문, 철학, 체육) 교직 이수자",,,교직,,100382,교육방법및교육공학,01,2,2,0,홍경선,"(화)3,4",사회관-2123,대면
375,주간,,"※ 2학년(간호, 소프트웨어, 수학, 영문, 전자공학) 교직 이수자",,,교직,,100382,교육방법및교육공학,02,2,2,0,홍경선,"(화)6,7",사회관-2122(행동분석실),대면
376,주간,,※ 2~4학년 교직 이수자,,,교직,,109934,교육봉사활동,01,2,0,0,홍경선,"(토)1,2",집중강의(야외),대면
377,주간,,"※ 2학년(간호, 기계공, 산디, 미술, 소프트웨어, 수학, 식품생과, 영문, 일문, 전자공학, 중문, 철학, 체육) 교직 이수자",,,교직,,100386,교육심리,01,2,2,0,김은미,"(목)6,7",사회관-2123,대면
378,주간,,"※ 3학년(미술, 수학, 식품생과, 영문, 일문, 중문, 철학, 체육) 교직 이수자",,,교직,,100395,교육행정및교육경영,01,2,2,0,김영아,"(목)1,2",사회관-2123,대면
379,주간,,"※ 3학년(IT융합통신, 기계공, 소프트웨어, 전자공학) 교직 이수자",,,교직,,100395,교육행정및교육경영,02,2,2,0,김영아,"(목)3,4",사회관-2123,대면
380,주간,,"※ 3학년(미술, 수학, 식품생과, 영문, 일문, 중문, 철학, 체육) 교직 이수자",,,교직,,109935,교직실무,01,1,1,0,류은진,(목)6,사회관-2124,대면
381,주간,,"※ 3학년(IT융합통신, 기계공, 소프트웨어, 소프트웨어, 전자공학) 교직 이수자",,,교직,,109935,교직실무,02,1,1,0,류은진,(목)8,사회관-2124,대면
382,주간,,"※ 3학년(미술, 수학, 식품생과, 영문, 일문, 중문, 철학, 체육) 교직 이수자",,,교직,,116446,디지털교육,01,1,1,0,류은진,(목)7,사회관-2124,대면
383,주간,,"※ 3학년(IT융합통신, 기계공, 소프트웨어, 전자공학) 교직 이수자",,,교직,,116446,디지털교육,02,1,1,0,류은진,(목)9,사회관-2124,대면
384,주간,,"※ 2학년(산디, 미술, 식품생과, 영문, 일문, 중문, 철학, 체육) 교직 이수자",,,교직,,111932,생활지도및상담,01,2,2,0,황재원,"(목)3,4",사회관-2122(행동분석실),대면
385,주간,,"※ 2학년(간호, 기계공, 소프트웨어, 수학, 전자공학) 교직 이수자",,,교직,,111932,생활지도및상담,02,2,2,0,황재원,"(화)8,9",사회관-2122(행동분석실),대면
386,주간,,※ 4학년 교직 이수자,,,교직,,114013,학교현장실습,01,2,0,0,홍경선,"(토)8,9",집중강의(야외),대면
387,주간,,※ 취업지원과 프로그램 선발자,,,자유선택,,115186,사회연계진로탐색1,01,3,0,0,엄기욱,(토)1,집중강의(야외),대면
388,주간,,※ 취업지원과 프로그램 선발자,,,자유선택,,115187,사회연계진로탐색2,01,3,0,0,엄기욱,(토)2,집중강의(야외),대면
389,주간,,※ 취업지원과 프로그램 선발자,,,자유선택,,115188,사회연계진로탐색3,01,3,0,0,엄기욱,(토)3,집중강의(야외),대면
390,주간,,※ 취업지원과 프로그램 선발자,,,자유선택,,115189,사회연계진로탐색4,01,3,0,0,엄기욱,(토)4,집중강의(야외),대면
391,주간,,※ 취업지원과 프로그램 선발자,,,자유선택,,115190,사회연계진로탐색5,01,3,0,0,엄기욱,(토)5,집중강의(야외),대면
392,주간,,※ 3년 학군사관 후보생,,,자유선택,,114702,안보학,01,3,0,6,홍기진,"(목)8,9(금)6,7,8,9",문무관-301,대면
393,주간,,※ 4년 학군사관 후보생,,,자유선택,,114704,조직리더십,01,3,0,6,지수빈,"(목)8,9(금)6,7,8,9",문무관-307,대면
394,주간,,전체,,,자유선택,,114691,특허출원실습,01,3,2,2,이영석,"(화)6,7; (목)8,9",자연대4-4505; 해대1-701113(PC실),대면
395,주간,HASS대학,연금관리전공,공유전공,연금관리,전공필수,2,115093,국민연금실무과정(1),01,3,3,0,김정후,"(금)1,2,3",사회관-2304,대면
396,주간,HASS대학,연금관리전공,공유전공,연금관리,전공선택,2,106909,행정학,02,3,3,0,황성원,"(월)8,9(목)2",사회관-2228,대면
397,주간,HASS대학,연금관리전공,공유전공,연금관리,전공선택,2,114956,사회복지학개론,03,3,3,0,박소영,"(월)6,7(수)5",사회관-2330,대면
398,주간,HASS대학,연금관리전공,공유전공,연금관리,전공선택,3,102702,재무관리,05,3,3,0,이호,"(화)4,5(목)5",종합-131-217,대면
399,주간,HASS대학,연금관리전공,공유전공,연금관리,전공선택,3,109326,사회복지조사론,02,3,3,0,강영숙,"(화)6,7(목)8",사회관-2330,대면
400,주간,HASS대학,연금관리전공,공유전공,연금관리,전공선택,3,110584,경영정보,03,3,3,0,이국용,"(월)4(수)2,3",종합-131-218,대면
401,주간,HASS대학,연금관리전공,공유전공,연금관리,전공선택,4,104071,화폐금융론,01,3,3,0,박재필,"(화)1,2(목)3",사회관-2307,대면
402,주간,HASS대학,연금관리전공,공유전공,연금관리,전공선택,4,115850,연금실무영어,01,3,3,0,김정후,"(금)5,6,7",사회관-2304,대면
403,주간,HASS대학,글로벌재경전공,공유전공,글로벌재경,전공필수,3,110263,비즈니스영어(1),01,3,3,0,김계태,"(월)1,2(목)9",인문관-1333,대면
404,주간,HASS대학,글로벌재경전공,공유전공,글로벌재경,전공선택,3,100088,거시경제학,01,3,3,0,김계태,"(수)6(금)5,6",인문관-1333,대면
405,주간,HASS대학,글로벌재경전공,공유전공,글로벌재경,전공선택,3,104200,회계원리(1),01,3,3,0,고대영,"(화)3,4(목)3",사회관-2427,대면
406,주간,HASS대학,글로벌재경전공,공유전공,글로벌재경,전공선택,3,112687,비즈니스매너,01,3,3,0,김은화,"(수)5(목)4,5",사회관-2229,대면
407,주간,HASS대학,글로벌재경전공,공유전공,글로벌재경,전공필수,4,115328,비즈니스지역언어(1),01,3,3,0,신규강사,"(화)6,7(목)8",인문관-1102,대면
408,주간,HASS대학,글로벌재경전공,공유전공,글로벌재경,전공선택,4,104354,거시경제학특강,01,3,3,0,김계태,"(수)7(금)7,8",인문관-1333,대면
409,주간,ONSE대학,빅데이터공학전공,공유전공,빅데이터,전공선택,3,114571,데이터계산수학 1,01,3,3,0,김종률,"(화)8,9(수)6",자연대3-3417,대면
410,주간,ONSE대학,빅데이터공학전공,공유전공,빅데이터,전공선택,3,115498,보험수학,01,3,3,0,이민구,"(월)1,2(수)3",자연대3-3417,대면
411,주간,ONSE대학,빅데이터공학전공,공유전공,빅데이터,전공선택,4,114551,빅데이터,01,3,3,0,조한규,"(목)2,3,4",공대3-134131(PC실),대면
412,주간,HASS대학,디지털포렌식전공,융합전공,디지털포렌식,전공선택,2,104033,형법총론,02,3,3,0,권양섭,"(화)2,3(목)1",사회관-2430,대면
413,주간,HASS대학,디지털포렌식전공,융합전공,디지털포렌식,전공선택,3,110643,형사소송법(2),02,3,3,0,권양섭,"(월)8,9(수)3",사회관-2402,대면
414,주간,HASS대학,디지털포렌식전공,융합전공,디지털포렌식,전공선택,3,112901,컴퓨터포렌식개론,01,3,3,0,이동춘,"(금)13,4",디지털정보관-326-2,대면
415,주간,HASS대학,디지털포렌식전공,융합전공,디지털포렌식,전공선택,4,104026,현장실습(3),12,3,0,0,권양섭,(토)1,집중강의(산업체),대면
416,주간,HASS대학,디지털포렌식전공,융합전공,디지털포렌식,전공선택,4,112983,네트워크포렌식,01,3,3,0,이동춘,"(금)57,8",디지털정보관-326-2,대면
417,주간,HASS대학,디지털포렌식전공,융합전공,디지털포렌식,전공선택,4,113365,해킹과정보보안실습,01,3,2,2,이성원,"(월)1,24,5",사회관-2405,대면
418,주간,HASS대학,디지털포렌식전공,융합전공,디지털포렌식,전공선택,4,116038,디지털포렌식수사론,02,3,3,0,권양섭,"(수)2(목)2,3",사회관-2430,대면
419,주간,HASS대학,디지털포렌식전공,융합전공,디지털포렌식,전공선택,4,116040,경찰수사론,02,3,3,0,신규강사,"(화)6,7(목)5",사회관-2405,대면
420,주간,HASS대학,국어국문학과,,국문,전공필수,1,100414,국문학개론,01,3,3,0,최현재,"(화)3,4(수)3",인문관-1322,대면
421,주간,HASS대학,국어국문학과,,국문,전공선택,2,104000,현대소설론,01,3,3,0,공종구,"(월)6,7(화)6",인문관-1321,대면
422,주간,HASS대학,국어국문학과,,국문,전공선택,2,104003,현대시론,01,3,3,0,남기혁,"(화)7(수)2,3",인문관-1321,대면
423,주간,HASS대학,국어국문학과,,국문,전공선택,2,107552,국어문법론,01,3,3,0,채현식,"(목)3,4(금)1",인문관-1320,대면
424,주간,HASS대학,국어국문학과,,국문,전공선택,2,113226,정서법과바른언어,01,3,3,0,박시균,"(화)4,5(수)7",인문관-1320,대면
425,주간,HASS대학,국어국문학과,,국문,전공선택,2,113227,한국옛노래의이해,01,3,3,0,최현재,"(월)8,9(화)8",인문관-1322,대면
426,주간,HASS대학,국어국문학과,,국문,전공선택,3,100429,국어의미론,01,3,3,0,채현식,"(수)2,3(목)2",인문관-1320,대면
427,주간,HASS대학,국어국문학과,,국문,전공선택,3,104004,현대시인론,01,3,3,0,남기혁,"(화)3,4(목)4",인문관-1321,대면
428,주간,HASS대학,국어국문학과,,국문,전공선택,3,113229,일상생활과한문,01,3,3,0,최현재,"(화)6,7(수)5",인문관-1322,대면
429,주간,HASS대학,국어국문학과,,국문,전공선택,3,115456,영상문학론,01,3,3,0,이다운,"(월)3(목)6,7",인문관-1322,대면
430,주간,HASS대학,국어국문학과,,국문,전공선택,4,109650,대조언어론,01,3,3,0,박시균,"(화)6,7(목)5",인문관-1320,대면
431,주간,HASS대학,국어국문학과,,국문,전공선택,4,113233,한국고전문학작가의이해,01,3,3,0,최현재,"(수)6,7(목)4",인문관-1322,대면
432,주간,HASS대학,국어국문학과,,국문,전공선택,4,116249,웹스토리텔링과글쓰기,01,3,3,0,이다운,"(화)2,3; (목)3",인문관-1320; 인문관-1321,대면
433,주간,HASS대학,영어영문학과,,영문,전공선택,1,110454,영작문연습,01,3,3,0,박혜숙,"(월)6(목)6,7",인문관-1324,대면
434,주간,HASS대학,영어영문학과,,영문,전공필수,2,102157,영시개론,01,3,3,0,채용예정,"(월)6,7(수)4",인문관-1332,대면
435,주간,HASS대학,영어영문학과,,영문,전공선택,2,101930,실용영어,01,3,3,0,안현아,"(월)1,2(수)7",인문관-1323,대면
436,주간,HASS대학,영어영문학과,,영문,전공선택,2,102186,영어학개론,01,3,3,0,조기현,"(화)8,9(목)8",인문관-1324,대면
437,주간,HASS대학,영어영문학과,,영문,전공선택,2,102188,영어회화,01,2,1,2,윌리엄 요셉 피터스,"(수)1(금)3,4",인문관-1324,대면
438,주간,HASS대학,영어영문학과,,영문,전공선택,2,110478,영어교과교육론,01,3,3,0,박혜숙,"(월)3,4(수)6",인문관-1323,대면
439,주간,HASS대학,영어영문학과,,영문,전공선택,2,115785,영어어휘의이해,01,3,3,0,조기현,"(월)8(수)2,3",인문관-1332,대면
440,주간,HASS대학,영어영문학과,,영문,전공선택,2,116009,영미소설의이해Ⅰ,01,3,3,0,이일수,"(화)6,7(목)3",인문관-1324,대면
441,주간,HASS대학,영어영문학과,,영문,전공필수,3,101104,미문학개관,01,3,3,0,이일수,"(월)3,4(목)4",인문관-1324,대면
442,주간,HASS대학,영어영문학과,,영문,전공선택,3,102156,영수필,01,3,3,0,채용예정,"(화)6; (수)6,7",인문관-1323; 인문관-1324,대면
443,주간,HASS대학,영어영문학과,,영문,전공선택,3,104024,현장실습(1),02,3,0,0,이일수,(토)1,인문관-1323,대면
444,주간,HASS대학,영어영문학과,,영문,전공선택,3,106675,영어교수법,01,3,3,0,박혜숙,"(화)7,8(목)3",인문관-1323,대면
445,주간,HASS대학,영어영문학과,,영문,전공선택,3,110553,영어청취연습,01,3,3,0,안현아,"(월)6,7(수)1",인문관-1323,대면
446,주간,HASS대학,영어영문학과,,영문,전공선택,3,115118,영어토론과발표,01,3,3,0,윌리엄 요셉 피터스,"(목)6,7(금)2",인문관-1323,대면
447,주간,HASS대학,영어영문학과,,영문,전공선택,3,115119,미국문화사,01,3,3,0,김태형,"(화)9(수)2,3",인문관-1334,대면
448,주간,HASS대학,영어영문학과,,영문,전공선택,3,116013,영문구조의핵심이해,01,3,3,0,조기현,"(화)2,3(목)9",인문관-1324,대면
449,주간,HASS대학,영어영문학과,,영문,전공선택,4,104026,현장실습(3),02,3,0,0,이일수,(토)2,인문관-1323,대면
450,주간,HASS대학,영어영문학과,,영문,전공선택,4,107279,캡스톤디자인(1),01,2,1,2,박혜숙,"(수)3,4,5",인문관-1323,대면
451,주간,HASS대학,영어영문학과,,영문,전공선택,4,107752,현장종합실습(1),01,15,0,0,이일수,(토)3,인문관-1323,대면
452,주간,HASS대학,일어일문학과,,일문,전공선택,1,100588,기초일본어회화(1),01,3,3,0,기타미사토미,"(화)6,7(목)5",인문관-1234,대면
453,주간,HASS대학,일어일문학과,,일문,전공선택,1,109549,기초일본어(1),01,3,3,0,채용예정,"(월)5(수)1,2",인문관-1234,대면
454,주간,HASS대학,일어일문학과,,일문,전공필수,2,115461,일본어한자와표현문형,01,3,3,0,안지영,"(월)6,7(수)6",인문관-1422,대면
455,주간,HASS대학,일어일문학과,,일문,전공선택,2,102610,일어회화연습(1),01,3,3,0,기타미사토미,"(월)8,9(수)5",인문관-1422,대면
456,주간,HASS대학,일어일문학과,,일문,전공선택,2,106759,일본어학개론,01,3,3,0,채용예정,"(화)8,9(목)5",인문관-1422,대면
457,주간,HASS대학,일어일문학과,,일문,전공선택,2,110483,일본어교과교육론,01,3,3,0,안지영,"(월)5(수)2,3",인문관-1422,대면
458,주간,HASS대학,일어일문학과,,일문,전공선택,2,111177,일본문화이해의방법,01,3,3,0,표세만,"(화)6,7(목)3",인문관-1423,대면
459,주간,HASS대학,일어일문학과,,일문,전공선택,2,116251,다른모양히라가나연습,01,3,3,0,최태화,"(화)1,2(목)1",인문관-1423,대면
460,주간,HASS대학,일어일문학과,,일문,전공필수,3,110561,일본어문법,01,3,3,0,채용예정,"(화)1,2(수)5",인문관-1234,대면
461,주간,HASS대학,일어일문학과,,일문,전공선택,3,102570,일본문화사강독,01,3,3,0,표세만,"(월)9(수)6,7",인문관-1423,대면
462,주간,HASS대학,일어일문학과,,일문,전공선택,3,104024,현장실습(1),03,3,0,0,최태화,(토)6,인문관-1234,대면
463,주간,HASS대학,일어일문학과,,일문,전공선택,3,107529,일본고전문학의흐름,01,3,3,0,장영철,"(월)6,7(수)3",인문관-1423,대면
464,주간,HASS대학,일어일문학과,,일문,전공선택,3,110485,일본어교과논리및논술,01,2,2,0,안지영,"(목)8,9",인문관-1422,대면
465,주간,HASS대학,일어일문학과,,일문,전공선택,3,110558,일본어강독,01,3,3,0,채용예정,"(화)8,9(목)5",인문관-1423,대면
466,주간,HASS대학,일어일문학과,,일문,전공선택,3,110559,일본어회화,01,3,2,2,기타미사토미,"(목)1,2(금)1,2",인문관-1234,대면
467,주간,HASS대학,일어일문학과,,일문,전공선택,3,112639,중급인터넷일본어,01,3,3,0,남이숙,"(화)6,7(목)3",인문관-1422,대면
468,주간,HASS대학,일어일문학과,,일문,전공선택,3,116252,근세대중예술문화,01,3,3,0,최태화,"(화)3(수)1,2",인문관-1423,대면
469,주간,HASS대학,일어일문학과,,일문,전공선택,4,104026,현장실습(3),03,3,0,0,최태화,(토)7,인문관-1234,대면
470,주간,HASS대학,일어일문학과,,일문,전공선택,4,107752,현장종합실습(1),02,15,0,0,최태화,(토)8,인문관-1234,대면
471,주간,HASS대학,일어일문학과,,일문,전공선택,4,113238,군산근대문화유산,01,3,3,0,표세만,"(월)8(목)6,7",인문관-1423,대면
472,주간,HASS대학,일어일문학과,,일문,전공선택,4,116255,마일스톤일본어,01,3,2,2,안지영,"(화)2,3(목)1,2",인문관-1422,대면
473,주간,HASS대학,일어일문학과,,일문,전공선택,4,116433,일본카논(고전)의이해,01,3,3,0,표세만,"(월)7(화)8,9",인문관-1234,대면
474,주간,HASS대학,중어중문학과,,중문,전공선택,1,103098,중국의이해,01,3,3,0,조아라,"(수)4(금)3,4",인문관-1421,대면
475,주간,HASS대학,중어중문학과,,중문,전공선택,1,107918,중국어입문,01,3,3,0,강신석,"(화)6(목)6,7",인문관-1421,대면
476,주간,HASS대학,중어중문학과,,중문,전공필수,2,103119,중급중국어(1),01,3,3,0,한재환,"(수)7; (월)6,7",인문관-1420; 인문관-1421,대면
477,주간,HASS대학,중어중문학과,,중문,전공필수,2,106987,초급중국어회화,01,3,2,2,한커,"(화)5,6(목)1,2",인문관-1333,대면
478,주간,HASS대학,중어중문학과,,중문,전공선택,2,103080,중국문학개론,01,3,3,0,박병선,"(월)3,4(수)6",인문관-1420,대면
479,주간,HASS대학,중어중문학과,,중문,전공선택,2,107923,기초한자와중국어,01,3,3,0,오길용,"(수)2,3(금)2",인문관-1421,대면
480,주간,HASS대학,중어중문학과,,중문,전공선택,2,110565,중국어권문화,01,3,3,0,강신석,"(화)2,3(목)8",인문관-1333,대면
481,주간,HASS대학,중어중문학과,,중문,전공필수,3,100236,고급중국어,01,3,3,0,박배경,"(화)3,4(목)8",인문관-1420,대면
482,주간,HASS대학,중어중문학과,,중문,전공선택,3,103093,중국어작문,01,3,3,0,한커,"(월)3,4(화)7",인문관-1421,대면
483,주간,HASS대학,중어중문학과,,중문,전공선택,3,104015,현대중국의이해,01,3,3,0,정성은,"(화)6(목)2,3",인문관-1420,대면
484,주간,HASS대학,중어중문학과,,중문,전공선택,3,104024,현장실습(1),04,3,0,0,박병선,(토)2,인문관-1420,대면
485,주간,HASS대학,중어중문학과,,중문,전공선택,3,107929,중국어번역연습,01,3,3,0,장은수,"(화)1,2(목)1",인문관-1420,대면
486,주간,HASS대학,중어중문학과,,중문,전공선택,3,111990,통섭으로읽는다문화코드중국,01,3,3,0,강신석,"(월)6,7(수)2",인문관-1333,대면
487,주간,HASS대학,중어중문학과,,중문,전공선택,3,114950,무역중국어회화,01,3,2,2,한커,"(수)6,7(금)1,2",인문관-1327,대면
488,주간,HASS대학,중어중문학과,,중문,전공선택,4,102460,이백두보론,01,3,3,0,박배경,"(화)5,6(목)9",인문관-1327,대면
489,주간,HASS대학,중어중문학과,,중문,전공선택,4,104026,현장실습(3),04,3,0,0,박병선,(토)3,인문관-1421,대면
490,주간,HASS대학,중어중문학과,,중문,전공선택,4,107279,캡스톤디자인(1),02,1,0,2,박병선,"(화)3,4",인문관-1421,대면
491,주간,HASS대학,중어중문학과,,중문,전공선택,4,107752,현장종합실습(1),03,15,0,0,박병선,(토)6,인문관-1333,대면
492,주간,HASS대학,중어중문학과,,중문,전공선택,4,111991,마케팅과무역중국어,01,3,3,0,오길용,"(화)2(목)2,3",인문관-1421,대면
493,주간,HASS대학,중어중문학과,,중문,전공선택,4,111992,현대중국대중문화,01,3,3,0,정성은,"(화)7,8(목)6",인문관-1327,대면
494,주간,HASS대학,중어중문학과,,중문,전공선택,4,113372,비즈니스중국어회화,01,3,2,2,한커,"(수)2,3(금)3,4",인문관-1327,대면
495,주간,HASS대학,역사학과,,역사,전공선택,1,103644,한국사입문,01,3,3,0,임혜영,"(화)3,4(목)7",인문관-1220,대면
496,주간,HASS대학,역사학과,,역사,전공선택,1,109546,고고학의이해,01,3,3,0,곽장근,"(월)6,7(목)6",인문관-1220,대면
497,주간,HASS대학,역사학과,,역사,전공선택,2,100853,동양근대사,01,3,3,0,배진영,"(화)2,3(목)2",인문관-1222,대면
498,주간,HASS대학,역사학과,,역사,전공선택,2,101456,서양고대사,01,3,3,0,구민정,"(월)7(화)6,7",인문관-1222,대면
499,주간,HASS대학,역사학과,,역사,전공선택,2,102077,역사란무엇인가,01,3,3,0,채용예정,"(목)4(금)4,5",인문관-1220,대면
500,주간,HASS대학,역사학과,,역사,전공선택,2,103620,한국고대사,01,3,3,0,유재리,"(화)8(목)6,7",인문관-1221,대면
501,주간,HASS대학,역사학과,,역사,전공선택,2,103637,한국사강독,01,3,3,0,김종수,"(수)2,3(목)3",인문관-1222,대면
502,주간,HASS대학,역사학과,,역사,전공선택,3,103623,한국근대사,01,3,3,0,임혜영,"(수)6,7(목)6",인문관-1222,대면
503,주간,HASS대학,역사학과,,역사,전공선택,3,107562,한자문화의역사,01,3,3,0,채용예정,"(월)2,3(목)1",인문관-1220,대면
504,주간,HASS대학,역사학과,,역사,전공선택,3,113836,한국교육사와문화콘텐츠활용,01,3,3,0,박순우,"(월)6(목)4,5",인문관-1222,대면
505,주간,HASS대학,역사학과,,역사,전공선택,3,116008,서양고전강독,01,3,3,0,구민정,"(월)8(수)2,3",인문관-1220,대면
506,주간,HASS대학,역사학과,,역사,전공선택,4,107036,서양의사상과종교,01,3,3,0,구민정,"(화)2(수)6,7",인문관-1221,대면
507,주간,HASS대학,역사학과,,역사,전공선택,4,107040,동양의사상과종교,01,3,3,0,배진영,"(화)5(목)4,5",인문관-1221,대면
508,주간,HASS대학,역사학과,,역사,전공선택,4,109667,한국문화사,01,3,3,0,박순우,"(월)3,4(화)4",인문관-1221,대면
509,주간,HASS대학,역사학과,,역사,전공선택,4,112640,고고학으로본새만금,01,3,3,0,유영춘,"(금)1,25",인문관-1222,대면
510,주간,HASS대학,철학과,,철학,전공필수,1,103131,즐거운논리이야기,01,3,3,0,진정일,"(수)2(금)1,2",인문관-1224,대면
511,주간,HASS대학,철학과,,철학,전공필수,1,109601,동양사상입문,01,3,3,0,박학래,"(화)5(목)2,3",인문관-1224,대면
512,주간,HASS대학,철학과,,철학,전공선택,2,102197,영화와철학,01,3,3,0,진정일,"(월)9(수)6,7",인문관-1224,대면
513,주간,HASS대학,철학과,,철학,전공선택,2,104838,동양철학사,01,3,3,0,김성환,"(월)6,7(화)5",인문관-1223,대면
514,주간,HASS대학,철학과,,철학,전공선택,2,107002,서양고대철학,01,3,3,0,유재민,"(월)8(목)6,7",인문관-1224,대면
515,주간,HASS대학,철학과,,철학,전공선택,2,111118,철학상담의이론과실제,01,3,3,0,김현구,"(목)2,3; (화)9",인문관-1223; 인문관-1224,대면
516,주간,HASS대학,철학과,,철학,전공선택,3,100723,도가철학,01,3,3,0,김성환,"(월)9(화)2,3",인문관-1223,대면
517,주간,HASS대학,철학과,,철학,전공선택,3,102365,윤리학,01,3,3,0,권순홍,"(화)6(목)8,9",인문관-1223,대면
518,주간,HASS대학,철학과,,철학,전공선택,3,103660,한국철학사,01,3,3,0,박학래,"(월)6,7(수)3",인문관-1224,대면
519,주간,HASS대학,철학과,,철학,전공선택,3,104024,현장실습(1),06,3,0,0,유재민,(토)1,인문관-1224,대면
520,주간,HASS대학,철학과,,철학,전공선택,3,110491,철학교과논리및논술,01,2,2,0,김성환,"(화)7,8",인문관-1224,대면
521,주간,HASS대학,철학과,,철학,전공선택,4,101934,실존과철학,01,3,3,0,권순홍,"(화)8,9(목)6",인문관-1223,대면
522,주간,HASS대학,철학과,,철학,전공선택,4,104026,현장실습(3),06,3,0,0,유재민,(토)2,인문관-1224,대면
