id,department,grade,course_type,course_number,course_name,credits,capacity,professor,class_time,location1,class_time2,location2,class_type
1,기초교양,전체,기초교양,112919-07,기초글쓰기,3,70,이다운,"Mon:6,7Wed:7",인문관-1102,,,대면
2,기초교양,전체,기초교양,112919-05,기초글쓰기,3,70,박성준,"Mon:6,7Wed:7",인문관-1103,,,대면
3,기초교양,전체,기초교양,112919-07,기초글쓰기,3,70,이강하,"Mon:8,9Wed:6",인문관-1103,,,대면
4,기초교양,전체,기초교양,112919-08,기초글쓰기,3,70,김교식,"Mon:8,9Wed:6",사회관-2328,,,대면
5,기초교양,전체,기초교양,112919-09,기초글쓰기,3,70,정훈,"Tue:1,2Thu:3",사회관-2328,,,대면
6,기초교양,전체,기초교양,112919-10,기초글쓰기,3,70,홍덕구,"Tue:1,2Thu:3",인문관-1328,,,대면
7,기초교양,전체,기초교양,112919-11,기초글쓰기,3,70,송지선,"Tue:1,2Thu:3",인문관-1329,,,대면
8,기초교양,전체,기초교양,112919-12,기초글쓰기,3,70,홍덕구,"Tue:3Thu:1,2",인문관-1105,,,대면
9,기초교양,전체,기초교양,112919-17,기초글쓰기,3,70,정훈,"Tue:3Thu:1,2",사회관-2328,,,대면
10,기초교양,전체,기초교양,112919-16,기초글쓰기,3,70,김교식,"Wed:2Fri:1,2",인문관-1328,,,대면
11,기초교양,전체,기초교양,112919-17,기초글쓰기,3,70,김세나,"Wed:2Fri:1,2",인문관-1329,,,대면
12,기초교양,전체,기초교양,112919-22,기초글쓰기,3,70,이강하,"Mon:6,7Wed:7",인문관-1328,,,대면
13,기초교양,전체,기초교양,112919-27,기초글쓰기,3,70,유경현,"Fri:10,11,12",원격강의,,,비대면
14,기초교양,전체,기초교양,116100-01,데이터분석을위한기초코딩,3,70,박영미,"Mon:6,7Wed:6,7",사회관-2230(PC실),,,대면
15,기초교양,전체,기초교양,116100-02,데이터분석을위한기초코딩,3,70,양현호,"Mon:6,7Wed:6,7",공대1-7117(PC실),,,대면
16,기초교양,전체,기초교양,101932-01,실용중국어,3,70,배주애,"Tue:1,2Thu:3",인문관-1219,,,대면
17,기초교양,전체,기초교양,102175-01,영어1,2,70,김요섭,"Mon:8,9",인문관-1105,,,대면
18,기초교양,전체,기초교양,102176-01,영어2/초급,2,70,권예은,"Mon:1,2",인문관-1102,,,대면
19,기초교양,전체,기초교양,102176-02,영어2/중급,2,70,김요섭,"Mon:1,2",인문관-1103,,,대면
20,기초교양,전체,기초교양,102176-03,영어2/중급,2,70,이현정,"Mon:1,2",인문관-1105,,,대면
21,기초교양,전체,기초교양,102176-07,영어2/초급,2,70,권예은,"Tue:1,2",인문관-1102,,,대면
22,기초교양,전체,기초교양,102176-08,영어2/중급,2,70,김화정,"Tue:1,2",인문관-1103,,,대면
23,기초교양,전체,기초교양,102176-09,영어2/중급,2,70,장소영,"Tue:1,2",인문관-1105,,,대면
24,기초교양,전체,기초교양,102176-13,영어2/초급,2,70,김태형,"Tue:6,7",인문관-1330,,,대면
25,기초교양,전체,기초교양,102176-17,영어2/중급,2,70,이현정,"Tue:6,7",인문관-1331,,,대면
26,기초교양,전체,기초교양,102176-18,영어2/초급,2,70,권예은,"Thu:1,2",인문관-1102,,,대면
27,기초교양,전체,기초교양,102176-19,영어2/중급,2,70,김화정,"Thu:1,2",인문관-1103,,,대면
28,기초교양,전체,기초교양,102176-23,영어2/초급,2,70,장소영,"Thu:6,7",인문관-1102,,,대면
29,기초교양,전체,기초교양,102176-27,영어2/초급,2,70,권예은,"Thu:6,7",인문관-1103,,,대면
30,기초교양,전체,기초교양,102176-25,영어2/중급,2,70,이현정,"Thu:6,7",인문관-1105,,,대면
31,기초교양,전체,기초교양,102176-29,영어2/초급,2,70,장소영,"Fri:1,2",인문관-1102,,,대면
32,기초교양,전체,기초교양,102176-30,영어2/중급,2,70,김화정,"Fri:1,2",인문관-1103,,,대면
33,기초교양,전체,기초교양,102176-31,영어2/중급,2,70,유영옥,"Fri:1,2",인문관-1105,,,대면
34,기초교양,전체,기초교양,102176-32,영어2/중급,2,70,,"Fri:1,2",인문관-1105,,,대면
35,기초교양,전체,기초교양,102176-35,영어2/초급,2,70,장소영,"Fri:6,7",인문관-1102,,,대면
36,기초교양,전체,기초교양,102176-36,영어2/중급,2,70,김화정,"Fri:6,7",인문관-1103,,,대면
37,기초교양,전체,기초교양,102176-37,영어2/중급,2,70,유영옥,"Fri:6,7",인문관-1105,,,대면
38,기초교양,전체,기초교양,115916-01,유학생을위한한국어중급말하기듣기,2,70,김지영,"Wed:2Fri:1,2",황룡문화관-3306,,,대면
39,기초교양,전체,기초교양,115911-01,유학생을위한한국어초급말하기듣기,2,70,최은하,"Mon:1,2Wed:3",황룡문화관-3306,,,대면
40,기초교양,전체,기초교양,115917-01,유학생을위한한국어초급쓰기,2,70,김민정,"Tue:3Thu:1,2",황룡문화관-3306,,,대면
41,기초교양,전체,기초교양,115913-01,유학생을위한한국어초급읽기,2,70,김민정,"Tue:1,2Thu:3",황룡문화관-3306,,,대면
42,기초교양,전체,기초교양,115676-02,초급영어회화(2),3,20,윌리엄 요셉 피터스,"Mon:6,7Wed:7",인문관-1219,,,대면
43,기초교양,전체,기초교양,103287-01,초급일본어,3,70,권근령,"Mon:8,9Wed:6",인문관-1219,,,대면
44,기초교양,전체,기초교양,111688-01,초급일본어회화,3,20,기타미사토미,"Tue:3Thu:1,2",인문관-1219,,,대면
45,기초교양,전체,기초교양,111688-02,초급일본어회화,3,20,안지영,"Wed:2Fri:1,2",인문관-1219,,,대면
46,기초교양,전체,기초교양,103362-03,컴퓨터활용및실습,3,70,장혜숙,"Tue:6,7Thu:8,9",사회관-2230(PC실),,,대면
47,기초교양,전체,기초교양,103362-05,컴퓨터활용및실습,3,70,장혜숙,"Tue:8,9Thu:6,7",사회관-2230(PC실),,,대면
48,기초교양,전체,기초교양,103577-03,프로그래밍언어및실습(1),3,70,권백순,"Tue:6,7Thu:8,9",해대1-701113(PC실),,,대면
49,기초교양,전체,기초교양,103577-05,프로그래밍언어및실습(1),3,70,김선영,"Tue:8,9Thu:6,7",공대1-7117(PC실),,,대면
50,기초교양,전체,기초교양,103577-06,프로그래밍언어및실습(1),3,70,박준수,"Tue:8,9Thu:6,7",해대1-701113(PC실),,,대면
51,기초교양,전체,기초교양,112919-01,기초글쓰기,3,70,박성준,"Mon:3,4Wed:1",인문관-1102,,,대면
52,기초교양,전체,기초교양,112919-02,기초글쓰기,3,70,송지선,"Mon:3,4Wed:1",자연대4-4504,,,대면
53,기초교양,전체,기초교양,112919-03,기초글쓰기,3,70,김세나,"Mon:3,4Wed:1",자연대4-4507,,,대면
54,기초교양,전체,기초교양,112919-06,기초글쓰기,3,70,조규찬,"Mon:6,7Wed:7",자연대4-4504,,,대면
55,기초교양,전체,기초교양,112919-13,기초글쓰기,3,70,송지선,"Tue:3Thu:1,2",자연대4-4507,,,대면
56,기초교양,전체,기초교양,112919-15,기초글쓰기,3,70,홍덕구,"Wed:2Fri:1,2",자연대4-4507,,,대면
57,기초교양,전체,기초교양,112919-18,기초글쓰기,3,70,김세나,"Wed:4Fri:3,4",자연대4-4507,,,대면
58,기초교양,전체,기초교양,112919-19,기초글쓰기,3,70,김교식,"Wed:4Fri:3,4",인문관-1328,,,대면
59,기초교양,전체,기초교양,112919-20,기초글쓰기,3,70,송지선,"Wed:4Fri:3,4",인문관-1329,,,대면
60,기초교양,전체,기초교양,112919-21,기초글쓰기,3,70,조규찬,"Mon:8,9Wed:6",자연대4-4507,,,대면
61,기초교양,전체,기초교양,112919-23,기초글쓰기,3,70,홍덕구,"Wed:4Fri:3,4",인문관-1102,,,대면
62,기초교양,전체,기초교양,100599-01,기초중국어,3,70,장은수,"Wed:4Fri:3,4",인문관-1219,,,대면
63,기초교양,전체,기초교양,116100-03,데이터분석을위한기초코딩,3,70,백화종,"Mon:6,7Wed:6,7",아카데미홀-204,,,대면
64,기초교양,전체,기초교양,115670-01,생활중국어,3,70,,"Wed:4Fri:3,4",인문관-1428,,,대면
65,기초교양,전체,기초교양,102176-07,영어2/중급,2,70,송지영,"Mon:1,2",인문관-1429,,,대면
66,기초교양,전체,기초교양,102176-05,영어2/고급,2,70,장소영,"Mon:1,2",인문관-1430,,,대면
67,기초교양,전체,기초교양,102176-10,영어2/중급,2,70,김요섭,"Tue:1,2",인문관-1429,,,대면
68,기초교양,전체,기초교양,102176-11,영어2/중급,2,70,송지영,"Tue:1,2",인문관-1430,,,대면
69,기초교양,전체,기초교양,102176-12,영어2/고급,2,70,이현정,"Tue:1,2",인문관-1431,,,대면
70,기초교양,전체,기초교양,102176-15,영어2/중급,2,70,김요섭,"Tue:6,7",인문관-1429,,,대면
71,기초교양,전체,기초교양,102176-16,영어2/중급,2,70,송지영,"Tue:6,7",인문관-1430,,,대면
72,기초교양,전체,기초교양,102176-17,영어2/고급,2,70,안현아,"Tue:6,7",인문관-1431,,,대면
73,기초교양,전체,기초교양,102176-20,영어2/중급,2,70,유영옥,"Thu:1,2",인문관-1429,,,대면
74,기초교양,전체,기초교양,102176-21,영어2/중급,2,70,김요섭,"Thu:1,2",인문관-1430,,,대면
75,기초교양,전체,기초교양,102176-22,영어2/고급,2,70,장소영,"Thu:1,2",인문관-1431,,,대면
76,기초교양,전체,기초교양,102176-26,영어2/중급,2,70,유영옥,"Thu:6,7",인문관-1429,,,대면
77,기초교양,전체,기초교양,102176-27,영어2/중급,2,70,,"Thu:6,7",인문관-1430,,,대면
78,기초교양,전체,기초교양,102176-28,영어2/고급,2,70,윌리엄 요셉 피터스,"Thu:6,7",인문관-1431,,,대면
79,기초교양,전체,기초교양,102176-37,영어2/고급,2,70,권예은,"Fri:1,2",인문관-1431,,,대면
80,기초교양,전체,기초교양,102176-38,영어2/중급,2,70,송지영,"Fri:6,7",인문관-1429,,,대면
81,기초교양,전체,기초교양,102176-39,영어2/중급,2,70,권예은,"Fri:6,7",인문관-1430,,,대면
82,기초교양,전체,기초교양,102176-70,영어2/고급,2,70,윌리엄 요셉 피터스,"Fri:6,7",인문관-1431,,,대면
83,기초교양,전체,기초교양,115912-01,유학생을위한한국어초급어휘문법,2,70,최은하,"Mon:3,4Wed:1",황룡문화관-3306,,,대면
84,기초교양,전체,기초교양,103362-01,컴퓨터활용및실습,3,36,함형일,"Tue:6,7Thu:8,9",인문관-1244,,,대면
85,기초교양,전체,기초교양,103362-02,컴퓨터활용및실습,3,36,함형일,"Tue:8,9Thu:6,7",인문관-1244,,,대면
86,기초교양,전체,기초교양,103362-07,컴퓨터활용및실습,3,70,정준모,"Mon:1,2Tue:3,4",아카데미홀-204,,,대면
87,기초교양,전체,기초교양,103362-06,컴퓨터활용및실습,3,36,정길화,"Mon:1,2Tue:3,4",인문관-1244,,,대면
88,기초교양,전체,기초교양,116099-01,컴퓨팅적사고와기초코딩,3,70,김대기,"Tue:6,7Thu:8,9",아카데미홀-204,,,대면
89,기초교양,전체,기초교양,116099-02,컴퓨팅적사고와기초코딩,3,70,정길화,"Tue:8,9Thu:6,7",아카데미홀-204,,,대면
90,기초교양,전체,기초교양,116099-03,컴퓨팅적사고와기초코딩,3,70,박수찬,"Tue:1,2Thu:3,4",아카데미홀-204,,,대면
91,기초교양,전체,기초교양,116099-07,컴퓨팅적사고와기초코딩,3,70,정길화,"Mon:8,9Wed:3,4",아카데미홀-204,,,대면
92,기초교양,전체,기초교양,116099-05,컴퓨팅적사고와기초코딩,3,70,백화종,"Mon:8,9Wed:3,4",사회관-2230(PC실),,,대면
93,기초교양,전체,기초교양,116101-01,파이썬을활용한빅데이터이해,3,70,강규창,"Mon:3,4Wed:1,2",공대3-13524(PC실),,,대면
94,기초교양,전체,기초교양,116101-02,파이썬을활용한빅데이터이해,3,70,박영미,"Mon:3,4Wed:1,2",해대1-701113(PC실),,,대면
95,기초교양,전체,기초교양,103576-01,프로그래밍언어및실습,3,70,김인호,"Mon:6,7",공대2-9105,"Thu:1,2",공대4-6213(PC실),대면
96,기초교양,전체,기초교양,103576-02,프로그래밍언어및실습,3,36,이진관,"Mon:8,9Wed:3,4",인문관-1244,,,대면
97,기초교양,전체,기초교양,103576-03,프로그래밍언어및실습,3,70,황영보,"Thu:3,4",공대1-7117(PC실),"Tue:1,2",공대2-9507,대면
98,기초교양,전체,기초교양,103576-07,프로그래밍언어및실습,3,70,윤성현,"Tue:1,2Thu:3,4",해대1-701113(PC실),,,대면
99,기초교양,전체,기초교양,103577-01,프로그래밍언어및실습(1),3,70,강상기,"Mon:1,2Tue:3,4",공대3-134131(PC실),,,대면
100,기초교양,전체,기초교양,103577-02,프로그래밍언어및실습(1),3,70,신호섭,"Tue:6,7Thu:8,9",공대3-13524(PC실),,,대면
101,기초교양,전체,기초교양,103577-07,프로그래밍언어및실습(1),3,70,정현준,"Mon:1,2Tue:3,4",디지털정보관-101(실습강의실1),,,대면
102,기초교양,전체,기초교양,103577-07,프로그래밍언어및실습(1),3,70,이성렬,"Tue:1,2Thu:3,4",디지털정보관-224,,,대면
103,기초교양,전체,기초교양,103577-08,프로그래밍언어및실습(1),3,70,박상준,"Tue:1,2Thu:3,4",디지털정보관-302(PC1실),,,대면
104,기초교양,전체,기초교양,103578-01,프로그래밍언어및실습(2),3,70,김원구,"Tue:8,9",공대3-13114(PC실),"Mon:6,7",공대3-13120,대면
105,기초교양,전체,기초교양,103578-02,프로그래밍언어및실습(2),3,70,김원구,"Tue:6,7",공대3-13114(PC실),"Mon:8,9",공대3-13120,대면
106,기초교양,전체,기초교양,103578-03,프로그래밍언어및실습(2),3,70,이진관,"Mon:3,4Wed:1,2",공대1-7117(PC실),,,대면
107,핵심1영역,전체,핵심교양,111392-01,디자인문화여행,3,60,조순길,"Tue:8Thu:6,7",인문관-1120,,,대면
108,핵심1영역,전체,핵심교양,115700-01,모던팝이야기,3,60,조현철,"Tue:8Thu:6,7",사회관-2129(합동강의실),,,대면
109,핵심1영역,전체,핵심교양,116575-01,문화와함께하는미술여행,3,60,,"Mon:6,7Wed:7",인문관-1339,,,대면
110,핵심1영역,전체,핵심교양,112921-07,발표와토론,3,35,김현구,"Tue:8Thu:6,7",사회관-2205,,,대면
111,핵심1영역,전체,핵심교양,112922-02,생활한자,3,60,김승연,"Mon:6,7Wed:7",인문관-1105,,,대면
112,핵심1영역,전체,핵심교양,112922-03,생활한자,3,60,장용화,"Mon:6,7Wed:7",인문관-1106,,,대면
113,핵심1영역,전체,핵심교양,115921-01,영화와문학,3,60,이다운,"Tue:8Thu:6,7",인문관-1339,,,대면
114,핵심1영역,전체,핵심교양,116752-01,예술치료와상담,3,60,,"Mon:6,7Wed:7",사회관-2227,,,대면
115,핵심1영역,전체,핵심교양,111727-01,주제별세미나,1,20,박혜숙,Tue:8,인문관-1323,,,대면
116,핵심1영역,전체,핵심교양,111727-02,주제별세미나,1,20,강신석,Tue:8,인문관-1333,,,대면
117,핵심1영역,전체,핵심교양,112920-02,창의적글쓰기,3,60,김세나,"Mon:6,7Wed:7",인문관-1121,,,대면
118,핵심1영역,전체,핵심교양,116093-01,창의적디자인사고,3,60,한세민,"Tue:8Thu:6,7",인문관-1330,,,"대면, 팀티칭"
119,핵심1영역,전체,핵심교양,115636-02,한국어와한국의이해,3,30,박시균,"Tue:8Thu:6,7",인문관-1219,,,대면
120,핵심1영역,전체,핵심교양,111750-01,황룡필독서,1,20,강신석,Tue:9,인문관-1333,,,대면
121,핵심1영역,전체,핵심교양,115598-01,고전읽기,3,60,이준엽,"Wed:1,2,3",인문관-1431,,,대면
122,핵심1영역,전체,핵심교양,112723-01,미디어리터러시,3,60,고흥석,"Mon:3,4Wed:3",사회관-2227,,,대면
123,핵심1영역,전체,핵심교양,112921-01,발표와토론,3,35,유홍주,"Mon:6,7Wed:7",인문관-1428,,,대면
124,핵심1영역,전체,핵심교양,112921-02,발표와토론,3,35,진정일,"Mon:6,7Wed:7",인문관-1429,,,대면
125,핵심1영역,전체,핵심교양,112921-03,발표와토론,3,35,유홍주,"Tue:8Thu:6,7",사회관-2204,,,대면
126,핵심1영역,전체,핵심교양,112921-05,발표와토론,3,35,나우권,"Mon:3,4Wed:1",사회관-2205,,,대면
127,핵심1영역,전체,핵심교양,112921-06,발표와토론,3,35,유홍주,"Mon:3,4Wed:1",사회관-2204,,,대면
128,핵심1영역,전체,핵심교양,112921-07,발표와토론,3,35,서영이,"Tue:8Thu:6,7",인문관-1428,,,대면
129,핵심1영역,전체,핵심교양,112922-01,생활한자,3,60,김승연,"Mon:3,4Wed:1",인문관-1120,,,대면
130,핵심1영역,전체,핵심교양,111387-01,스토리텔링의이해,3,60,이현중,"Mon:3,4Wed:1",원격강의,,,비대면
131,핵심1영역,전체,핵심교양,107218-01,실용한문,3,60,이춘승,"Mon:3,4Wed:1",인문관-1330,,,대면
132,핵심1영역,전체,핵심교양,111997-01,영화의이해,3,60,이지은,"Mon:3,4Wed:1",인문관-1339,,,대면
133,핵심1영역,전체,핵심교양,115922-01,예술로읽는일본이야기,3,60,안지영,"Mon:3,4Wed:1",인문관-1429,,,대면
134,핵심1영역,전체,핵심교양,116753-01,음악으로읽는심리세계,2,60,박규연,"Mon:6,7",사회관-2429,,,대면
135,핵심1영역,전체,핵심교양,111707-01,음악의이해와감상,3,60,윤국열,"Mon:3,4Wed:1",인문관-1132,,,대면
136,핵심1영역,전체,핵심교양,115637-01,일본의명작소설,3,60,표세만,"Mon:6,7Wed:7",인문관-1430,,,대면
137,핵심1영역,전체,핵심교양,111727-03,주제별세미나,1,20,박병선,Tue:8,인문관-1420,,,대면
138,핵심1영역,전체,핵심교양,115602-01,중국예술문화기행,3,60,진준화,"Mon:6,7Wed:7",인문관-1436,,,대면
139,핵심1영역,전체,핵심교양,112920-01,창의적글쓰기,3,60,김교식,"Mon:3,4Wed:1",인문관-1121,,,대면
140,핵심1영역,전체,핵심교양,115635-01,행복한시읽기,3,60,남기혁,"Mon:3,4Wed:1",인문관-1329,,,대면
141,핵심1영역,전체,핵심교양,111750-02,황룡필독서,1,20,박병선,Tue:9,인문관-1420,,,대면
142,핵심2영역,전체,핵심교양,115923-01,과학기술사의이해,3,60,이종민,"Wed:2Fri:1,2",인문관-1339,,,대면
143,핵심2영역,전체,핵심교양,115603-01,그리스로마신화,3,60,김주일,"Tue:3Thu:1,2",인문관-1330,,,대면
144,핵심2영역,전체,핵심교양,115603-02,그리스로마신화,3,60,김주일,"Tue:8Thu:6,7",인문관-1106,,,대면
145,핵심2영역,전체,핵심교양,111929-02,논리와비판적사고,3,60,유재민,"Fri:10,11,12",원격강의,,,비대면
146,핵심2영역,전체,핵심교양,107775-01,동양사상의이해,3,60,박학래,"Mon:6,7Wed:7",인문관-1329,,,대면
147,핵심2영역,전체,핵심교양,111366-01,동양의역사와문화,3,60,최현우,"Tue:6,7Thu:8",인문관-1328,,,대면
148,핵심2영역,전체,핵심교양,109560-01,삶과윤리,3,60,권순홍,"Wed:2Fri:1,2",원격강의,,,비대면
149,핵심2영역,전체,핵심교양,115701-01,서양음악사산책,3,60,이현주,"Wed:2Fri:1,2",원격강의,,,비대면
150,핵심2영역,전체,핵심교양,111377-01,서양의역사와문화,3,60,정기문,"Tue:6,7Thu:8",원격강의,,,비대면
151,핵심2영역,전체,핵심교양,112923-01,역사와문화,3,60,박순우,"Wed:2Fri:1,2",인문관-1132,,,대면
152,핵심2영역,전체,핵심교양,112923-02,역사와문화,3,60,구희진,"Wed:2Fri:1,2",원격강의,,,비대면
153,핵심2영역,전체,핵심교양,115927-02,유학생을위한한국역사의이해,3,30,김계태,"Wed:2Fri:1,2",인문관-1330,,,대면
154,핵심2영역,전체,핵심교양,116586-01,인생책독서클럽,3,30,서영이,"Tue:6,7Thu:8",인문관-1106,,,대면
155,핵심2영역,전체,핵심교양,116586-02,인생책독서클럽,3,30,김주일,"Tue:6,7Thu:8",인문관-1105,,,대면
156,핵심2영역,전체,핵심교양,116586-03,인생책독서클럽,3,30,유재민,"Mon:8,9Wed:6",인문관-1330,,,대면
157,핵심2영역,전체,핵심교양,116757-01,전북문화유산탐구,3,60,곽장근,"Wed:2Fri:1,2",인문관-1106,,,"대면, 팀티칭"
158,핵심2영역,전체,핵심교양,111817-01,한국의문화와역사,3,60,최현우,"Wed:2Fri:1,2",인문관-1121,,,대면
159,핵심2영역,전체,핵심교양,111929-01,논리와비판적사고,3,60,김현구,"Tue:6,7Thu:8",사회관-2429,,,대면
160,핵심2영역,전체,핵심교양,116577-01,서양사상의이해,3,60,유재민,"Wed:4Fri:3,4",원격강의,,,비대면
161,핵심2영역,전체,핵심교양,112925-01,세계문화유산탐구,3,60,곽장근,"Tue:6,7Thu:8",인문관-1436,,,대면
162,핵심2영역,전체,핵심교양,103639-01,한국사상의이해,3,60,나우권,"Mon:1,2Wed:3",인문관-1436,,,대면
163,핵심3영역,전체,핵심교양,100160-01,결혼과가족,3,60,임춘희,"Tue:3Thu:1,2",인문관-1120,,,대면
164,핵심3영역,전체,핵심교양,115613-01,경영학의이해,3,60,길대호,"Tue:6,7,8",인문관-1103,,,대면
165,핵심3영역,전체,핵심교양,111357-01,경제의이해,3,60,박재필,"Tue:3Thu:1,2",인문관-1339,,,대면
166,핵심3영역,전체,핵심교양,112932-01,대인관계심리학,3,60,김해숙,"Mon:8,9Wed:6",사회관-2227,,,대면
167,핵심3영역,전체,핵심교양,113872-01,디자인경영,3,60,이국용,"Tue:1,2,3",인문관-1121,,,"대면, 팀티칭"
168,핵심3영역,전체,핵심교양,115926-01,무역학의이해,3,60,김은화,"Mon:1,2Wed:3",인문관-1120,,,대면
169,핵심3영역,전체,핵심교양,115926-02,무역학의이해,3,60,양우영,"Mon:1,2Wed:3",인문관-1121,,,대면
170,핵심3영역,전체,핵심교양,115612-01,법학의이해,3,60,홍윤선,"Mon:6,7Wed:7",사회관-2328,,,대면
171,핵심3영역,전체,핵심교양,117223-01,부국과빈국,3,60,전영옥,"Mon:1,2Wed:3",인문관-1132,,,대면
172,핵심3영역,전체,핵심교양,112979-01,북한학,3,60,서상국,"Tue:3Thu:1,2",공대2-9105,,,대면
173,핵심3영역,전체,핵심교양,112935-01,사회환경과공간심리,3,60,이성미,"Thu:1,2,3",인문관-1121,,,"대면, 팀티칭"
174,핵심3영역,전체,핵심교양,106970-01,심리학의이해,3,60,권정현,"Tue:3Thu:1,2",인문관-1328,,,대면
175,핵심3영역,전체,핵심교양,106970-02,심리학의이해,3,60,김은미,"Tue:3Thu:1,2",사회관-2227,,,대면
176,핵심3영역,전체,핵심교양,115617-01,여성과사회,3,60,홍경선,"Tue:1,2Thu:3",원격강의,,,비대면
177,핵심3영역,전체,핵심교양,111705-01,원가의이해,3,60,박경원,"Mon:8,9Wed:6",인문관-1328,,,대면
178,핵심3영역,전체,핵심교양,112933-01,인간발달과교육,3,60,안진경,"Tue:3Thu:1,2",원격강의,,,비대면
179,핵심3영역,전체,핵심교양,112931-01,인권의이해,3,60,노기호,"Mon:8,9Wed:6",인문관-1331,,,대면
180,핵심3영역,전체,핵심교양,116870-01,일본의서브컬쳐,3,60,이윤주,"Mon:1,2Wed:3",인문관-1339,,,대면
181,핵심3영역,전체,핵심교양,112967-01,지식재산의이해,3,60,이영석,"Tue:8Thu:6,7",공대2-9105,,,대면
182,핵심3영역,전체,핵심교양,115609-01,키워드로보는일본사회와문화,3,60,최태화,"Mon:1,2Wed:3",인문관-1331,,,대면
183,핵심3영역,전체,핵심교양,109570-01,평생학습전략,3,70,김혜경,"Mon:8,9Wed:6",인문관-1329,,,대면
184,핵심3영역,전체,핵심교양,109570-02,평생학습전략,3,70,김혜경,"Tue:6,7Thu:8",인문관-1329,,,대면
185,핵심3영역,전체,핵심교양,106937-01,회계의이해,3,60,이성균,"Mon:1,2Wed:3",사회관-2328,,,대면
186,핵심3영역,전체,핵심교양,111797-01,국가안보론,3,60,김정필,"Tue:6,7Thu:8",자연대4-4504,,,대면
187,핵심3영역,전체,핵심교양,112928-01,생활과전략,3,60,이양승,"Wed:4Fri:3,4",사회관-2429,,,대면
188,핵심3영역,전체,핵심교양,116577-01,생활속경제문제의이해,3,60,이성관,"Tue:3Thu:1,2",종합-131-214,,,대면
189,핵심3영역,전체,핵심교양,116755-01,심리학으로이해하는 범죄,3,60,김해숙,"Mon:1,2Wed:3",사회관-2429,,,대면
190,핵심3영역,전체,핵심교양,115607-01,영어권문화의이해,3,60,이일수,"Tue:3Thu:1,2",인문관-1428,,,대면
191,핵심3영역,전체,핵심교양,116871-01,예술과문화로읽는심리학,3,60,권정현,"Mon:1,2Wed:3",자연대4-4505,,,대면
192,핵심3영역,전체,핵심교양,111726-01,중국대중문화,3,60,조아라,"Mon:1,2Wed:3",인문관-1428,,,대면
193,핵심3영역,전체,핵심교양,116756-01,현대사회의놀이와여가,3,60,김명미,"Mon:8,9Wed:6",자연대4-4101,,,대면
194,핵심4영역,전체,핵심교양,116578-01,4차산업혁명과메타버스의이해,3,60,오길용,"Mon:8,9Wed:6",인문관-1106,,,대면
195,핵심4영역,전체,핵심교양,112927-01,수산일반,3,60,황보규,"Tue:1,2Thu:3",해대2-702103,,,대면
196,핵심4영역,전체,핵심교양,115927-01,수의미스터리,3,60,이민구,"Tue:1,2Thu:3",인문관-1132,,,대면
197,핵심4영역,전체,핵심교양,113137-01,"웰빙과웰다잉의공간,집",3,60,이민아,"Tue:1,2Thu:3",인문관-1339,,,대면
198,핵심4영역,전체,핵심교양,116579-02,인공지능과윤리,3,60,박혜영,"Mon:8,9Wed:6",인문관-1132,,,대면
199,핵심4영역,전체,핵심교양,115622-01,컴퓨터와IT기술의이해,3,60,양현호,"Fri:10,11,12",원격강의,,,비대면
200,핵심4영역,전체,핵심교양,116092-01,현대사회와거주환경디자인,3,60,이지숙,"Tue:1,2Thu:3",인문관-1120,,,대면
201,핵심4영역,전체,핵심교양,112971-01,IT융합기술의이해,3,60,조주필,"Mon:8,9Wed:6",해대2-702104,,,대면
202,핵심4영역,전체,핵심교양,111355-01,가공식품과소비전략,3,60,신계화,"Tue:1,2Thu:3",인문관-1428,,,대면
203,핵심4영역,전체,핵심교양,116757-01,디지털과아날로그,3,60,이종민,"Wed:4Fri:3,4",종합-131-214,,,대면
204,핵심4영역,전체,핵심교양,116580-01,생물학자가알려주는기초생명과학,3,50,최영준,"Tue:1,2Thu:3",자연대4-4507,,,대면
205,핵심4영역,전체,핵심교양,101729-01,수중생물의신비,3,60,허준욱,"Tue:1,2Thu:3",인문관-1436,,,대면
206,핵심4영역,전체,핵심교양,115178-01,신재생에너지와미래생활,3,60,이상일,"Tue:3Thu:1,2",자연대4-4505,,,대면
207,핵심4영역,전체,핵심교양,115627-01,에너지산업의이해,3,60,이대용,"Tue:1,2Thu:3",사회관-2429,,,대면
208,핵심4영역,전체,핵심교양,116579-01,인공지능과윤리,3,60,박혜영,"Wed:4Fri:3,4",인문관-1132,,,대면
209,핵심4영역,전체,핵심교양,115928-01,제품개발의이해,3,60,이대용,"Wed:4Fri:3,4",인문관-1103,,,대면
210,핵심4영역,전체,핵심교양,116581-01,중급파이썬,3,30,최승호,"Tue:1,2Thu:3,4",아카데미홀-203,,,대면
211,핵심4영역,전체,핵심교양,109567-01,지구과학(2),3,60,김강주,"Mon:6,7Tue:8",공대4-6410,,,대면
212,핵심4영역,전체,핵심교양,109567-02,지구과학(2),3,60,김강주,"Tue:1,2Thu:3",해대2-702104,,,대면
213,핵심4영역,전체,핵심교양,111729-01,지구과학과환경변화,3,60,최진용,"Tue:1,2Thu:3",자연대4-4505,,,대면
214,핵심4영역,전체,핵심교양,115621-01,패션과4차산업혁명,3,60,정연희,"Mon:8,9Wed:6",자연대4-4504,,,대면
