id,day_night,university,department,major_area,grade,course_type,course_number,course_name,section,credits,theory_hours,practice_hours,professor,class_time,class_type
1,주간,컴퓨터소프트웨어특성화대학,컴퓨터소프트웨어특성화대학,없음,1,전공선택,112773,python프로그래밍,01,3,2,2,컴과신임,"Wed:6,7Tue:3,4",대면
2,주간,컴퓨터소프트웨어특성화대학,컴퓨터소프트웨어특성화대학,없음,1,전공선택,112773,python프로그래밍,02,3,2,2,배한별,"Mon:8,9Tue:8,9",대면
3,주간,컴퓨터소프트웨어특성화대학,컴퓨터소프트웨어특성화대학,없음,1,전공선택,112773,python프로그래밍,03,3,2,2,류상문,"Mon:8,9Tue:8,9",대면
4,주간,컴퓨터소프트웨어특성화대학,컴퓨터소프트웨어특성화대학,없음,1,전공선택,112773,python프로그래밍,04,3,2,2,손창환,"Mon:8,9Tue:8,9",대면
5,주간,컴퓨터소프트웨어특성화대학,컴퓨터소프트웨어특성화대학,없음,1,전공선택,112773,python프로그래밍,05,3,2,2,류상문,"Thu:1,2Fri:8,9",대면
6,주간,컴퓨터소프트웨어특성화대학,컴퓨터소프트웨어특성화대학,없음,1,전공선택,116050,기초웹프로그래밍,01,3,2,2,컴과신임,"Thu:6,7Mon:3,4",대면
7,주간,컴퓨터소프트웨어특성화대학,컴퓨터소프트웨어특성화대학,없음,1,전공선택,116050,기초웹프로그래밍,02,3,2,2,조한규,"Mon:3,4Thu:6,7",대면
8,주간,컴퓨터소프트웨어특성화대학,컴퓨터소프트웨어특성화대학,없음,1,전공선택,116050,기초웹프로그래밍,03,3,2,2,우주,"Mon:3,4Thu:6,7",대면
9,주간,컴퓨터소프트웨어특성화대학,컴퓨터소프트웨어특성화대학,없음,1,전공선택,116050,기초웹프로그래밍,04,3,2,2,김장원,"Mon:3,4Thu:6,7",대면
10,주간,컴퓨터소프트웨어특성화대학,컴퓨터소프트웨어특성화대학,없음,1,전공선택,116050,기초웹프로그래밍,05,3,2,2,이석훈,"Mon:3,4Thu:6,7",대면
11,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,2,전공선택,101607,소프트웨어공학,01,3,3,0,신성윤,"Mon:1,2Wed:2",대면
12,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,2,전공선택,101607,소프트웨어공학,02,3,3,0,최미란,"Fri:2,3,4",대면
13,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,2,전공선택,101799,시스템프로그래밍,01,3,2,2,박상준,"Tue:6,7Wed:3,4",대면
14,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,2,전공선택,101799,시스템프로그래밍,02,3,2,2,박상준,"Wed:1,2Thu:1,2",대면
15,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,2,전공선택,103338,컴퓨터네트워크,01,3,2,2,이종찬,"Mon:3,4Thu:6,7",대면
16,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,2,전공선택,103338,컴퓨터네트워크,02,3,2,2,이종찬,"Wed:3,4Thu:8,9",대면
17,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,2,전공선택,110536,정보.컴퓨터교과교재및연구법,01,3,3,0,이창우,"Mon:5Thu:1,2",대면
18,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,2,전공필수,102234,운영체제,01,3,2,2,이창우,"Mon:6,7Tue:8,9",대면
19,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,2,전공필수,102234,운영체제,02,3,2,2,이창우,"Mon:8,9Tue:6,7",대면
20,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,2,전공필수,113768,컴퓨터알고리즘,01,3,2,2,이연식,"Wed:6,7Tue:3,4",대면
21,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,2,전공필수,113768,컴퓨터알고리즘,02,3,2,2,남광우,"Wed:6,7Tue:3,4",대면
22,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,3,전공선택,103337,컴퓨터그래픽스,01,3,2,2,컴과신임,"Thu:1,2Mon:1,2",대면
23,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,3,전공선택,103337,컴퓨터그래픽스,02,3,2,2,미정컴과,"Wed:6,7Mon:3,4",대면
24,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,3,전공선택,107660,게임프로그래밍,01,3,2,2,신성윤,"Tue:8,9Mon:8,9",대면
25,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,3,전공선택,107660,게임프로그래밍,02,3,2,2,신성윤,"Tue:6,7Mon:6,7",대면
26,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,3,전공선택,111277,Web프로그래밍(2),01,3,2,2,이종찬,"Mon:6,7Tue:6,7",대면
27,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,3,전공선택,111277,Web프로그래밍(2),02,3,2,2,이종찬,"Mon:8,9Tue:8,9",대면
28,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,3,전공선택,111290,객체지향S/W개발,01,3,2,2,컴과신임,"Fri:1,2Thu:3,4",대면
29,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,3,전공선택,111290,객체지향S/W개발,02,3,2,2,미정컴과,"Fri:3,4Thu:6,7",대면
30,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,3,전공선택,112635,인공지능설계,01,3,2,2,이창우,"Tue:1,2Wed:3,4",대면
31,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,3,전공선택,112635,인공지능설계,02,3,2,2,이창우,"Tue:3,4Wed:1,2",대면
32,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,3,전공선택,112772,시스템소프트웨어,01,3,2,2,남광우,"Thu:3,4Wed:1,2",대면
33,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,3,전공선택,112772,시스템소프트웨어,02,3,2,2,남광우,"Thu:1,2Wed:3,4",대면
34,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,4,전공선택,103346,컴퓨터비젼,01,3,2,2,엄경배,"Fri:3,4Thu:3,4",대면
35,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,4,전공선택,103346,컴퓨터비젼,02,3,2,2,미정컴과,"Thu:6,7Tue:1,2",대면
36,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,4,전공선택,107280,캡스톤디자인(2),02,2,1,2,장민석,"Mon:3,6,7",대면
37,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,4,전공선택,107280,캡스톤디자인(2),03,2,1,2,장민석,"Mon:4,8,9",대면
38,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,4,전공선택,111287,컨텐츠제작실습,01,3,2,2,이종구,"Mon:1,2Wed:3,4",대면
39,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,4,전공선택,111287,컨텐츠제작실습,02,3,2,2,이종구,"Tue:3,4Wed:1,2",대면
40,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,4,전공선택,111777,시스템보안,01,3,2,2,컴과신임,"Thu:8,9Tue:6,7",대면
41,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,4,전공선택,111777,시스템보안,02,3,2,2,미정컴과,"Fri:1,2Tue:8,9",대면
42,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,4,전공선택,113142,사물인터넷네트워킹,01,3,2,2,컴과신임,"Wed:1,2Tue:1,2",대면
43,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,4,전공선택,113142,사물인터넷네트워킹,02,3,2,2,컴과신임,"Thu:8,9Wed:6,7",대면
44,주간,컴퓨터소프트웨어특성화대학,컴퓨터정보공학과,컴터공학,4,전공선택,113378,ICT프로젝트관리,01,3,2,2,권오천,"Thu:6,7Wed:6,7",대면
45,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,2,전공선택,102472,인공지능,01,3,3,0,조한규,"Wed:3,4Mon:2",대면
46,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,2,전공선택,103338,컴퓨터네트워크,03,3,2,2,이영석,"Mon:6,7Tue:3,4",대면
47,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,2,전공선택,116374,데이터과학,01,3,3,0,조한규,"Wed:6,7Thu:1",대면
48,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,2,전공선택,116375,모바일응용소프트웨어,01,3,2,2,강영흥,"Wed:1,2Thu:2,3",대면
49,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,2,전공필수,102234,운영체제,03,3,2,2,양현호,"Mon:8,9Tue:6,7",대면
50,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,2,전공필수,113768,컴퓨터알고리즘,03,3,3,0,강상기,"Mon:3Tue:1,2",대면
51,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,3,전공선택,101608,소프트웨어공학및실습,01,3,2,2,배한별,"Mon:3,4Wed:6,7",대면
52,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,3,전공선택,101800,시스템프로그래밍및실습,01,3,2,2,나인호,"Tue:1,2Mon:1,2",대면
53,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,3,전공선택,102472,인공지능,02,3,3,0,조한규,"Mon:6,7Thu:8",대면
54,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,3,전공선택,102944,정보통신기기,01,3,3,0,강영흥,"Wed:3,4Thu:1",대면
55,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,3,전공선택,103473,통신프로토콜,01,3,3,0,나인호,"Mon:8,9Wed:2",대면
56,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,3,전공선택,107280,캡스톤디자인(2),05,2,0,4,강영흥,"Tue:3,8,9Wed:1",대면
57,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,3,전공선택,107280,캡스톤디자인(2),06,2,0,4,최연성,Tue:3Wed:1Thu:6Tue:4,대면
58,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,3,전공선택,110326,네트워크프로그래밍실습,01,3,2,2,이영석,"Thu:3,4Tue:6,7",대면
59,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,4,전공선택,104027,현장실습(4),09,3,0,0,이영석,Sat:2,대면
60,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,4,전공선택,107282,캡스톤디자인(4),01,2,0,4,강영흥,"Mon:2Tue:2,6Thu:7",대면
61,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,4,전공선택,107282,캡스톤디자인(4),02,2,0,4,나인호,"Thu:1,2,3Fri:1",대면
62,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,4,전공선택,107753,현장종합실습(2),09,15,0,0,이영석,Sat:3,대면
63,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,4,전공선택,112774,정보통신과지식재산권,01,2,2,0,이영석,"Wed:2,3",대면
64,주간,컴퓨터소프트웨어특성화대학,인공지능융합학과,인공지능융합,4,전공선택,113381,클라우드시스템,01,3,3,0,이재완,"Tue:7,8,9",대면
65,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,2,전공선택,103338,컴퓨터네트워크,04,3,2,2,정재훈,"Wed:3,4Thu:8,9",대면
66,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,2,전공선택,116376,리눅스프로그래밍,01,3,2,2,이성렬,"Mon:6,7Thu:1,2",대면
67,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,2,전공선택,116385,아두이노응용프로그래밍,01,3,2,2,류상문,"Mon:1,2Tue:1,2",대면
68,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,2,전공필수,102234,운영체제,04,3,2,2,우주,"Mon:8,9Wed:6,7",대면
69,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,2,전공필수,113768,컴퓨터알고리즘,04,3,3,0,우주,"Tue:3Thu:3,4",대면
70,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,3,전공선택,100960,마이크로프로세서응용,01,3,2,2,류상문,"Fri:1,2Fri:3,4",대면
71,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,3,전공선택,104025,현장실습(2),12,3,0,0,류상문,Sat:1,대면
72,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,3,전공선택,110316,전력전자공학,01,3,3,0,이성룡,"Mon:2,3Mon:4",대면
73,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,3,전공선택,111254,프로젝트LAB(2),01,2,0,4,김성호,"Fri:6,7,8,9",대면
74,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,3,전공선택,114679,제어시스템공학(2),01,3,3,0,이연석,"Mon:8Tue:8,9",대면
75,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,3,전공선택,115510,스마트비전,01,3,2,2,이성렬,"Tue:6,7Wed:6,7",대면
76,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,3,전공선택,115840,센서시스템,01,3,2,2,정재훈,"Wed:1,2Thu:3,4",대면
77,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,4,전공선택,104027,현장실습(4),12,3,0,0,류상문,Sat:3,대면
78,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,4,전공선택,107280,캡스톤디자인(2),08,3,2,2,김성호,"Fri:1,2,3,4",대면
79,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,4,전공선택,110323,지능제어시스템,01,3,3,0,이연석,"Wed:6,7Thu:3",대면
80,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,4,전공선택,112059,프로젝트LAB(4),01,2,0,4,김성호,"Thu:6,7,8,9",대면
81,주간,컴퓨터소프트웨어특성화대학,임베디드소프트웨어학과,임베디드소프트웨어,4,전공선택,112636,자율주행운항법,01,3,3,0,이연석,"Tue:2Wed:2,3",대면
82,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,2,전공선택,113767,Java 프로그래밍 심화,01,3,2,2,이석훈,"Mon:8,9Tue:8,9",대면
83,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,2,전공선택,114275,최적화론,01,3,3,0,손창환,"Wed:2Thu:6,7",대면
84,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,2,전공선택,116052,고급웹프로그래밍,01,3,2,2,김장원,"Wed:6,7Thu:3,4",대면
85,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,2,전공선택,116377,DevOps기반데이터베이스프로젝트,01,3,2,2,정동원,"Mon:6,7Tue:6,7",대면
86,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,2,전공필수,102234,운영체제,05,3,2,2,김장원,"Tue:3,4Thu:8,9",대면
87,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,2,전공필수,113768,컴퓨터알고리즘,05,3,3,0,정현준,"Mon:3,4Thu:2",대면
88,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,3,전공선택,106224,컴퓨터보안,01,3,3,0,정현준,"Mon:8,9Wed:6",대면
89,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,3,전공선택,113788,컴퓨터비전및인공지능,01,3,3,0,손창환,"Wed:3Thu:8,9",대면
90,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,3,전공선택,116379,오픈소스SW,01,3,2,2,김능회,"Tue:1,2Thu:6,7",대면
91,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,3,전공선택,116380,안드로이드프로그램과DevOps,01,3,2,2,이석훈,"Tue:6,7Thu:3,4",대면
92,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,3,전공선택,116381,빅데이터DevOps프로젝트,01,3,2,2,김장원,"Mon:6,7Wed:1,2",대면
93,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,4,전공선택,107280,캡스톤디자인(2),11,3,2,2,이석훈,"Mon:6,7Wed:6,7",대면
94,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,4,전공선택,107753,현장종합실습(2),14,15,0,0,이석훈,Sat:1,대면
95,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,4,전공선택,114278,스마트헬스케어,01,3,3,0,김능회,"Tue:8,9Wed:3",대면
96,주간,컴퓨터소프트웨어특성화대학,소프트웨어학과,소프트웨어,4,전공선택,116082,블록체인,01,3,2,2,정현준,"Tue:6,7Thu:6,7",대면
97,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,1,전공필수,113292,공학기초설계,01,3,2,2,김영완,"Mon:6,7Wed:3,4",대면
98,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,2,전공선택,100721,데이터통신,01,3,3,0,지석근,"Wed:1,2Thu:2",대면
99,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,2,전공선택,101964,안테나공학,01,3,3,0,신호섭,"Wed:3,4Thu:5",대면
100,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,2,전공선택,103470,통신이론,01,3,3,0,조주필,"Mon:2,3Wed:5",대면
101,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,2,전공선택,110298,운영체제및실습,01,2,1,2,강규창,"Mon:5Wed:6,7",대면
102,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,2,전공선택,110601,디지털회로설계,01,3,2,2,지석근,"Tue:3,4Thu:3,4",대면
103,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,2,전공선택,116340,디지털전자회로,01,3,3,0,강규창,"Tue:5Thu:8,9",대면
104,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,3,전공선택,104866,디지털통신,01,3,3,0,조주필,"Mon:5,6Wed:7",대면
105,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,3,전공선택,111233,무선통신시스템,01,3,3,0,김영완,"Thu:5Tue:6,7",대면
106,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,3,전공선택,112066,객체지향프로그래밍(2),01,2,1,2,지석근,"Mon:1,2Tue:2",대면
107,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,3,전공선택,113294,PCB회로설계,01,2,0,4,김영완,"Tue:4,5Thu:3,4",대면
108,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,3,전공선택,113382,창의종합설계(2),01,1,0,2,황재정,"Tue:8,9",대면
109,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,4,전공선택,104027,현장실습(4),18,3,0,0,신호섭,Sat:1,대면
110,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,4,전공선택,107280,캡스톤디자인(2),14,1,0,2,황재정,"Mon:8,9",대면
111,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,4,전공선택,107753,현장종합실습(2),17,15,0,0,신호섭,Sat:2,대면
112,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,4,전공선택,111608,전자파응용및실습,01,3,2,2,신호섭,"Wed:6,7Tue:8,9",대면
113,주간,컴퓨터소프트웨어특성화대학,IT융합통신공학과,IT융합,4,전공선택,112787,IT융합통신응용,01,3,2,2,조주필,"Tue:6,7Wed:3,4",대면
114,주간,해양바이오특성화대학,생명과학과,생명과학,1,전공선택,115825,생명과학(2),01,3,3,0,이철상,"Tue:6,7Wed:2",대면
115,주간,해양바이오특성화대학,생명과학과,생명과학,2,전공선택,101115,미생물학,01,3,2,2,이효정,"Fri:1,2Tue:8,9",대면
116,주간,해양바이오특성화대학,생명과학과,생명과학,2,전공선택,101259,분자생물학,01,3,3,0,허성운,"Thu:1,2Fri:3",대면
117,주간,해양바이오특성화대학,생명과학과,생명과학,2,전공선택,101415,생물화학,01,3,3,0,최영준,"Mon:2,3Tue:6",대면
118,주간,해양바이오특성화대학,생명과학과,생명과학,2,전공선택,109699,세포생물학(2),01,3,3,0,이철상,"Tue:3Wed:5,6",대면
119,주간,해양바이오특성화대학,생명과학과,생명과학,2,전공선택,115827,생태연구GIS/RS실습,01,3,2,2,김지윤,"Tue:1,2Wed:1,2",대면
120,주간,해양바이오특성화대학,생명과학과,생명과학,3,전공선택,100277,곤충학및실험,01,3,2,2,김효중,"Fri:3,4Tue:2,3",대면
121,주간,해양바이오특성화대학,생명과학과,생명과학,3,전공선택,100480,균학,01,3,3,0,최영준,"Mon:1Thu:1,2",대면
122,주간,해양바이오특성화대학,생명과학과,생명과학,3,전공선택,101427,생태학,01,3,3,0,김지윤,"Mon:6,7Fri:1",대면
123,주간,해양바이오특성화대학,생명과학과,생명과학,3,전공선택,104025,현장실습(2),03,3,0,0,허성운,Sat:1,대면
124,주간,해양바이오특성화대학,생명과학과,생명과학,3,전공선택,111474,생물캡스톤디자인(1),01,2,0,4,허성운,"Wed:2,3,4,5",대면
125,주간,해양바이오특성화대학,생명과학과,생명과학,3,전공선택,114580,생물정보학,01,3,3,0,허성운,"Tue:8,9Thu:3",대면
126,주간,해양바이오특성화대학,생명과학과,생명과학,4,전공선택,104027,현장실습(4),02,3,0,0,허성운,Sat:2,대면
127,주간,해양바이오특성화대학,생명과학과,생명과학,4,전공선택,107753,현장종합실습(2),02,15,0,0,허성운,Sat:3,대면
128,주간,해양바이오특성화대학,생명과학과,생명과학,4,전공선택,109877,생명공학,01,3,3,0,이효정,"Mon:8,9Wed:6",대면
129,주간,해양바이오특성화대학,생물학과,생물,1,전공선택,115825,생명과학(2),01,3,3,0,이철상,"Tue:6,7Wed:2",대면
130,주간,해양바이오특성화대학,생물학과,생물,2,전공선택,101115,미생물학,01,3,2,2,이효정,"Fri:1,2Tue:8,9",대면
131,주간,해양바이오특성화대학,생물학과,생물,2,전공선택,101259,분자생물학,01,3,3,0,허성운,"Thu:1,2Fri:3",대면
132,주간,해양바이오특성화대학,생물학과,생물,2,전공선택,101415,생물화학,01,3,3,0,최영준,"Mon:2,3Tue:6",대면
133,주간,해양바이오특성화대학,생물학과,생물,2,전공선택,109699,세포생물학(2),01,3,3,0,이철상,"Tue:3Wed:5,6",대면
134,주간,해양바이오특성화대학,생물학과,생물,2,전공선택,115827,생태연구GIS/RS실습,01,3,2,2,김지윤,"Tue:1,2Wed:1,2",대면
135,주간,해양바이오특성화대학,생물학과,생물,3,전공선택,100277,곤충학및실험,01,3,2,2,김효중,"Fri:3,4Tue:2,3",대면
136,주간,해양바이오특성화대학,생물학과,생물,3,전공선택,100480,균학,01,3,3,0,최영준,"Mon:1Thu:1,2",대면
137,주간,해양바이오특성화대학,생물학과,생물,3,전공선택,101427,생태학,01,3,3,0,김지윤,"Mon:6,7Fri:1",대면
138,주간,해양바이오특성화대학,생물학과,생물,3,전공선택,104025,현장실습(2),03,3,0,0,허성운,Sat:1,대면
139,주간,해양바이오특성화대학,생물학과,생물,3,전공선택,111474,생물캡스톤디자인(1),01,2,0,4,허성운,"Wed:2,3,4,5",대면
140,주간,해양바이오특성화대학,생물학과,생물,3,전공선택,114580,생물정보학,01,3,3,0,허성운,"Tue:8,9Thu:3",대면
141,주간,해양바이오특성화대학,생물학과,생물,4,전공선택,104027,현장실습(4),02,3,0,0,허성운,Sat:2,대면
142,주간,해양바이오특성화대학,생물학과,생물,4,전공선택,107753,현장종합실습(2),02,15,0,0,허성운,Sat:3,대면
143,주간,해양바이오특성화대학,생물학과,생물,4,전공선택,109877,생명공학,01,3,3,0,이효정,"Mon:8,9Wed:6",대면
144,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,1,전공선택,114988,지문항해학,01,3,3,0,정초영,"Mon:3Wed:2,3",대면
145,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,2,전공선택,100581,기초승선실습,01,2,0,4,김민선,Tue:10,대면
146,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,2,전공선택,110993,선박일반,01,3,3,0,해양신임,"Tue:5,6,7",대면
147,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,2,전공선택,113724,연안항해실습,01,2,0,4,김민선,Wed:10,대면
148,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,2,전공선택,115751,해상교통관리론,01,3,3,0,이상민,"Mon:3Thu:2,3",대면
149,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,2,전공선택,116322,항해계기실습,01,2,0,4,김민선,Thu:10,대면
150,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,2,전공선택,116323,알파및레이더항법,01,2,1,2,유상록,"Mon:5,6,7",대면
151,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,2,전공선택,116324,연근해어법론,01,3,3,0,조현수,"Wed:2,3Fri:3",비대면
152,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,3,전공선택,100471,국제해사협약,01,3,3,0,이상민,"Mon:5Wed:2,3",대면
153,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,3,전공선택,103874,해양학,01,3,3,0,황보규,"Mon:6Wed:5,6",대면
154,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,3,전공선택,109863,국제어업학,01,3,3,0,조현수,"Mon:7,8Tue:8",대면
155,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,3,전공선택,116326,레이더및관제설비학,01,3,2,2,유상록,"Thu:2,3Tue:5,6",대면
156,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,3,전공필수,101666,수산법규,01,3,3,0,장호영,"Mon:3Tue:2,3",대면
157,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,3,전공필수,116327,해양생산기기학,01,3,3,0,황보규,"Tue:7Thu:5,6",대면
158,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,4,전공선택,114991,ECDIS운용및실습,01,1,0,2,유상록,"Tue:2,3",대면
159,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,4,전공선택,115522,GMDSS통신운용,01,2,2,0,이상민,"Mon:8,9",대면
160,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,4,전공선택,116330,해상안전공학,01,3,2,2,김민선,"Tue:5,6,7,8",대면
161,주간,해양바이오특성화대학,해양수산공공인재학과,해양수산공공인재,4,전공선택,116332,어업관리학,01,3,3,0,조현수,"Wed:5Fri:5,6",대면
162,주간,해양바이오특성화대학,해양생명과학과,해양생명,1,전공선택,101671,수산생물학,01,3,3,0,허준욱,"Tue:8,9Wed:3",대면
163,주간,해양바이오특성화대학,해양생명과학과,해양생명,1,전공선택,101997,양식학개론,01,3,3,0,조상만,"Mon:6,7Tue:5",대면
